time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),sunrise (iso8601),sunset (iso8601),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
2017-08-04T00:00,3,31,23.6,27.087502,36.1,27.5,30.916666,2017-08-04T06:02,2017-08-04T17:54,0,0,0,0,15.6,27,6.10256,21.7,4.7
2017-08-05T00:00,3,31.5,22.4,26.929167,36.4,26.2,30.908335,2017-08-05T06:02,2017-08-05T17:54,0,0,0,0,15.1,27.7,20.725584,21.53,4.68
2017-08-06T00:00,3,31.1,22.9,27.141665,35.5,27,31.204165,2017-08-06T06:02,2017-08-06T17:54,0,0,0,0,12,24.1,41.871124,21.44,4.64
2017-08-07T00:00,51,30.8,23.8,27.125,35.4,28.4,31.17083,2017-08-07T06:02,2017-08-07T17:54,0.1,0.1,0,1,13.4,28.1,65.53104,21.29,4.65
2017-08-08T00:00,51,31.4,23.7,27.529167,35.9,28,31.754166,2017-08-08T06:01,2017-08-08T17:54,0.3,0.3,0,2,11.5,25.2,50.85599,21.62,4.69
2017-08-09T00:00,53,30.7,23.9,27.145834,36,28.6,31.829165,2017-08-09T06:01,2017-08-09T17:54,1.5,1.5,0,5,12.2,23.8,335.58255,19.88,4.1800003
2017-08-10T00:00,51,30,23,26.620832,35.1,27.7,31.275,2017-08-10T06:01,2017-08-10T17:54,0.6,0.6,0,3,10.4,23.4,348.2749,19.58,3.9800003
2017-08-11T00:00,1,30.6,23.4,27.133337,35.4,28.1,31.637503,2017-08-11T06:01,2017-08-11T17:54,0,0,0,0,10,22.3,29.465153,20.68,4.370001
2017-08-12T00:00,53,29.9,24,26.662497,34.3,28.9,31.424997,2017-08-12T06:00,2017-08-12T17:54,2.6000001,2.6000001,0,7,9.4,23,46.684658,17.94,3.74
2017-08-13T00:00,51,29.4,24,26.375,34.4,28.9,31.21667,2017-08-13T06:00,2017-08-13T17:54,2.3,2.3,0,9,12.3,23,356.37863,17.41,3.5399997
2017-08-14T00:00,61,30.3,23.5,26.450003,35.5,28,31.29167,2017-08-14T06:00,2017-08-14T17:54,4.7999997,4.7999997,0,7,13.3,27,328.94583,19.21,3.9199998
2017-08-15T00:00,51,30.5,23.1,26.854166,36.3,27.7,31.199999,2017-08-15T05:59,2017-08-15T17:54,0.5,0.5,0,4,10.5,21.6,51.556908,20.82,4.3700004
2017-08-16T00:00,3,30.1,23.5,26.5625,34.8,27.3,30.245836,2017-08-16T05:59,2017-08-16T17:54,0,0,0,0,10.4,25.6,318.84607,20.22,4.3100004
2017-08-17T00:00,2,30.6,22.4,26.574997,33.8,25.9,29.929167,2017-08-17T05:59,2017-08-17T17:54,0,0,0,0,14,26.6,61.564484,20.29,4.4600005
2017-08-18T00:00,3,31,23.8,27.170832,33.2,28.1,30.433332,2017-08-18T05:58,2017-08-18T17:54,0,0,0,0,18.1,33.5,76.30126,18.21,4.3500004
2017-08-19T00:00,3,31.6,24,27.895836,35.5,28.1,31.629168,2017-08-19T05:58,2017-08-19T17:54,0,0,0,0,15.8,30.6,62.248844,21.6,4.8900003
2017-08-20T00:00,2,31.8,24.2,27.879164,36.7,28.8,32.49167,2017-08-20T05:58,2017-08-20T17:54,0,0,0,0,12.1,24.8,19.677998,20.16,4.3599997
2017-08-21T00:00,3,31.7,24.3,27.7875,36.3,28.8,31.891668,2017-08-21T05:57,2017-08-21T17:53,0,0,0,0,12.9,27.4,52.883057,22.01,4.8099995
2017-08-22T00:00,3,31.8,22.1,27.495832,36.2,25.8,31.154165,2017-08-22T05:57,2017-08-22T17:53,0,0,0,0,14.4,25.2,323.12997,22.02,4.9
2017-08-23T00:00,3,31.5,23.9,27.654165,35,28,31.233335,2017-08-23T05:56,2017-08-23T17:53,0,0,0,0,18.4,33.8,61.766712,22.76,5.0999994
2017-08-24T00:00,2,32.1,23.8,27.891665,35.7,27.6,31.345835,2017-08-24T05:56,2017-08-24T17:53,0,0,0,0,17.2,32.8,52.380573,21.89,5.05
2017-08-25T00:00,2,31.8,24.3,27.85417,35.4,28.8,31.445833,2017-08-25T05:56,2017-08-25T17:53,0,0,0,0,18.5,36,65.59818,20.93,4.8100004
2017-08-26T00:00,1,32.1,24.8,27.966667,33,27.9,29.95417,2017-08-26T05:55,2017-08-26T17:53,0,0,0,0,21.5,39.6,76.26372,22.95,5.94
2017-08-27T00:00,1,31.8,22.3,27.129171,35.2,24.8,29.870836,2017-08-27T05:55,2017-08-27T17:53,0,0,0,0,19.8,35.3,65.21671,24.86,5.6300015
2017-08-28T00:00,3,31.9,23.3,27.516665,33.8,27,30.474998,2017-08-28T05:54,2017-08-28T17:53,0,0,0,0,18.8,40.7,75.96373,20.9,5.01
2017-08-29T00:00,51,31.9,23.4,27.133333,35.8,27.3,31.154167,2017-08-29T05:54,2017-08-29T17:52,1.8000001,1.8000001,0,6,12.9,28.4,311.67453,18.88,4.1800003
2017-08-30T00:00,51,30.5,23.9,26.966667,34.8,29,31.275,2017-08-30T05:53,2017-08-30T17:52,0.1,0.1,0,1,13.7,29.9,47.705772,20.82,4.4600015
2017-08-31T00:00,51,31.2,25.1,27.537504,36.3,29.8,32.070835,2017-08-31T05:53,2017-08-31T17:52,0.3,0.3,0,2,10.2,24.5,50.79638,20.31,4.35
2017-09-01T00:00,51,30.9,24.5,27.35833,36.7,29.9,32.120834,2017-09-01T05:52,2017-09-01T17:52,0.70000005,0.70000005,0,7,11.3,23.8,12.608588,21.01,4.48
2017-09-02T00:00,2,32,24.5,27.570831,35.6,29.4,31.595833,2017-09-02T05:52,2017-09-02T17:52,0,0,0,0,17.1,30.6,35.378048,21.88,4.93
2017-09-03T00:00,2,31.8,22.9,27.554163,34.6,26.9,31.14583,2017-09-03T05:51,2017-09-03T17:52,0,0,0,0,15.9,32.4,53.762264,22.67,5.1700006
2017-09-04T00:00,3,32.3,23.7,28.116667,37.2,28,32.220833,2017-09-04T05:51,2017-09-04T17:52,0,0,0,0,14.2,29.2,347.06543,22.76,5.0900006
2017-09-05T00:00,53,31.4,25.1,27.566666,36.5,30.1,32.595833,2017-09-05T05:50,2017-09-05T17:51,2,2,0,8,11.7,28.1,331.07367,20.56,4.31
2017-09-06T00:00,2,31.7,24.3,27.670837,35.8,29.5,31.766668,2017-09-06T05:50,2017-09-06T17:51,0,0,0,0,15.3,33.1,62.088566,20.85,4.8200006
2017-09-07T00:00,2,32,23.7,27.39583,34.9,27.7,30.691668,2017-09-07T05:50,2017-09-07T17:51,0,0,0,0,18.3,37.1,69.15397,23.45,5.3900003
2017-09-08T00:00,2,32.7,24.2,27.916672,36.8,28.6,31.699997,2017-09-08T05:49,2017-09-08T17:51,0,0,0,0,17.3,32,67.64308,23.38,5.400001
2017-09-09T00:00,51,32.7,23.6,27.925003,38.2,27.9,32.29583,2017-09-09T05:49,2017-09-09T17:51,0.8,0.8,0,5,16.6,31.7,12.590365,24.05,5.27
2017-09-10T00:00,61,32,24.4,27.84583,38.4,29.3,32.754166,2017-09-10T05:48,2017-09-10T17:50,4.3,4.3,0,8,11.5,27,324.46204,23.27,4.930001
2017-09-11T00:00,51,32.6,23.9,27.800003,38.4,28.6,32.3375,2017-09-11T05:48,2017-09-11T17:50,0.1,0.1,0,1,14.4,25.9,32.70231,23.26,5.080001
2017-09-12T00:00,51,32.1,24,27.54583,37.5,28.9,32.074997,2017-09-12T05:47,2017-09-12T17:50,0.5,0.5,0,4,12.3,24.8,7.8980665,23.26,4.980001
2017-09-13T00:00,1,31.9,22.5,27.349998,36.4,26.5,31.108332,2017-09-13T05:46,2017-09-13T17:50,0,0,0,0,14.5,28.8,39.634388,24.72,5.4600005
2017-09-14T00:00,3,32.2,23.3,27.775,36.5,27.7,31.98333,2017-09-14T05:46,2017-09-14T17:50,0,0,0,0,11.8,23.4,57.889637,21.9,4.89
2017-09-15T00:00,2,33,23.9,28.4375,38.8,28.6,33.166664,2017-09-15T05:45,2017-09-15T17:50,0,0,0,0,11.2,24.8,27.101688,23.67,5.1800013
2017-09-16T00:00,1,32.3,24.5,28.583338,37.6,29.1,33.075,2017-09-16T05:45,2017-09-16T17:49,0,0,0,0,11.5,24.8,36.29597,22.77,5.040001
2017-09-17T00:00,51,33.1,24.8,28.491667,39,28.7,32.954166,2017-09-17T05:44,2017-09-17T17:49,0.1,0.1,0,1,14.1,29.2,17.372372,24.26,5.4
2017-09-18T00:00,51,32.5,25.3,28.179169,35.9,30,31.933332,2017-09-18T05:44,2017-09-18T17:49,0.6,0.6,0,2,18.2,36.4,63.34924,21.47,5.0900006
2017-09-19T00:00,53,31.9,24.2,27.70417,36.6,29.4,32.350002,2017-09-19T05:43,2017-09-19T17:49,1.1,1.1,0,4,10.1,25.6,13.677786,21.86,4.75
2017-09-20T00:00,51,31.5,24.6,27.508333,36.3,28.8,31.337503,2017-09-20T05:43,2017-09-20T17:49,0.5,0.5,0,4,10.1,28.1,44.656956,21.52,4.8100004
2017-09-21T00:00,3,31.9,24.6,27.537498,35.7,28.3,30.858337,2017-09-21T05:42,2017-09-21T17:48,0,0,0,0,15.5,29.5,2.4680526,23.73,5.2500005
2017-09-22T00:00,1,32.8,23.2,27.900002,36.4,26.7,30.995836,2017-09-22T05:42,2017-09-22T17:48,0,0,0,0,15.4,29.9,13.815059,25.75,5.830001
2017-09-23T00:00,2,32.6,23.4,28.208334,37.6,26.9,32.158337,2017-09-23T05:41,2017-09-23T17:48,0,0,0,0,12.6,25.9,330.3062,23.61,5.2200007
2017-09-24T00:00,63,30.9,24.7,26.983332,36.1,29.2,31.537504,2017-09-24T05:41,2017-09-24T17:48,9.9,9.9,0,13,12.8,29.9,68.385155,19.13,4.04
2017-09-25T00:00,53,30.3,24.3,26.937502,36,29.2,31.795832,2017-09-25T05:40,2017-09-25T17:48,2.3000002,2.3000002,0,8,11.7,28.4,74.50066,18.94,4.0099998
2017-09-26T00:00,65,30.4,24.6,26.45833,34.7,29.6,31.466665,2017-09-26T05:40,2017-09-26T17:47,19.999998,19.999998,0,18,12.9,31,81.51683,14.52,3.09
2017-09-27T00:00,63,27.6,24.1,25.675001,32.8,29.1,30.908333,2017-09-27T05:39,2017-09-27T17:47,10.300001,10.300001,0,17,7.9,24.8,165.51024,12.24,2.5
2017-09-28T00:00,55,29.8,23.4,26.625,36.1,28.5,32.012497,2017-09-28T05:39,2017-09-28T17:47,4.3,4.3,0,12,8,22.7,351.91953,20.87,4.2300005
2017-09-29T00:00,53,30,24,26.654167,36.1,29.4,31.991667,2017-09-29T05:38,2017-09-29T17:47,5.1999993,5.1999993,0,12,11.5,24.5,67.72969,20.25,4.13
2017-09-30T00:00,51,30.4,23.9,26.891668,37.2,29.1,32.250004,2017-09-30T05:38,2017-09-30T17:47,2,2,0,7,8.8,24.1,343.0507,22.86,4.63
2017-10-01T00:00,61,30.6,24.1,26.949999,37.1,28.7,32.179165,2017-10-01T05:37,2017-10-01T17:47,5.9,5.9,0,11,7.9,22.3,223.8542,21.25,4.3799996
2017-10-02T00:00,61,29.6,24.2,26.491667,35.5,28.9,31.291672,2017-10-02T05:37,2017-10-02T17:47,5.799999,5.799999,0,10,8.5,22,94.586006,19.9,4.0600004
2017-10-03T00:00,61,30.5,23.9,26.587502,38.1,28.4,31.845833,2017-10-03T05:36,2017-10-03T17:46,3.5000002,3.5000002,0,8,9.9,25.9,71.56498,23.14,4.7000003
2017-10-04T00:00,61,30.2,23.3,26.583334,35.8,27.9,31.5875,2017-10-04T05:36,2017-10-04T17:46,5.1,5.1,0,11,11.3,31.7,66.924255,22.19,4.5
2017-10-05T00:00,61,30.9,24.1,27.066666,36.6,28.8,32.100002,2017-10-05T05:35,2017-10-05T17:46,4.2999997,4.2999997,0,7,14.1,32.8,75.59081,22.85,4.710001
2017-10-06T00:00,53,30.2,24.5,27.129168,37.3,29.6,32.695835,2017-10-06T05:35,2017-10-06T17:46,2.5,2.5,0,7,11.2,32,70.80688,22.11,4.48
2017-10-07T00:00,55,30.3,24.2,26.987497,37.2,29,32.229168,2017-10-07T05:34,2017-10-07T17:46,4,4,0,8,11.2,28.8,243.4351,22.65,4.63
2017-10-08T00:00,53,29.9,24.1,26.583334,35.2,29.2,31.89167,2017-10-08T05:34,2017-10-08T17:46,1.7,1.7,0,8,8.8,22,4.441144,18.79,3.85
2017-10-09T00:00,63,29.2,24.3,26.474998,36.1,29.3,31.995834,2017-10-09T05:33,2017-10-09T17:46,7.4,7.4,0,12,7.4,25.2,274.44113,18.36,3.7399998
2017-10-10T00:00,53,30,23.9,27.037498,36.5,29,32.325,2017-10-10T05:33,2017-10-10T17:46,1.8,1.8,0,3,6.1,21.2,264.4911,17.57,3.7099998
2017-10-11T00:00,51,30.8,24.7,27.191666,37.3,29.6,32.654167,2017-10-11T05:32,2017-10-11T17:45,1.5,1.5,0,7,7.6,21.6,83.43738,21.5,4.44
2017-10-12T00:00,63,30.8,24.5,26.808329,37.8,29.4,32.041664,2017-10-12T05:32,2017-10-12T17:45,9.9,9.9,0,7,10.4,24.5,167.0926,19.49,4.02
2017-10-13T00:00,53,31.1,23.1,26.908333,37.7,27.7,31.970833,2017-10-13T05:32,2017-10-13T17:45,0.8,0.8,0,2,11.2,23.8,232.06664,22.68,4.75
2017-10-14T00:00,61,31.7,24,27.762505,39,28.3,32.945835,2017-10-14T05:31,2017-10-14T17:45,2.2,2.2,0,2,7,18.7,214.69519,23.83,5.0200005
2017-10-15T00:00,53,31.6,24.1,27.529167,38.4,28.6,32.733337,2017-10-15T05:31,2017-10-15T17:45,1.5000001,1.5000001,0,4,9.7,21.6,248.12372,23.6,4.9900007
2017-10-16T00:00,63,30.7,24.8,27,36.8,29.4,31.833336,2017-10-16T05:31,2017-10-16T17:45,10.599999,10.599999,0,5,9.7,24.8,208.16443,18.54,3.8799996
2017-10-17T00:00,53,30.5,24.3,27.150007,36.7,29,32.191666,2017-10-17T05:30,2017-10-17T17:45,2.3,2.3,0,9,5.9,16.9,199.94612,17.3,3.6699998
2017-10-18T00:00,61,30,24.5,26.937502,37.2,29.3,32.45,2017-10-18T05:30,2017-10-18T17:45,11.799999,11.799999,0,20,10.1,20.9,90.000114,18.94,3.8999999
2017-10-19T00:00,63,30.2,24.3,26.545832,37.4,29.4,32.03333,2017-10-19T05:29,2017-10-19T17:45,13.400001,13.400001,0,10,8.1,24.5,180.50253,20.03,4.1200004
2017-10-20T00:00,61,30.5,23.9,26.904165,37.8,28.5,32.333336,2017-10-20T05:29,2017-10-20T17:45,4.6,4.6,0,6,9.4,24.8,166.86604,22.28,4.56
2017-10-21T00:00,61,31.9,24.4,27.7125,39.5,29.5,33.399998,2017-10-21T05:29,2017-10-21T17:45,1.5,1.5,0,2,9.6,22.7,206.8404,24.12,5.07
2017-10-22T00:00,53,31.5,24.4,27.483337,39.2,29.6,33.0375,2017-10-22T05:28,2017-10-22T17:45,1.4,1.4,0,4,9.5,22,120.529625,23.7,4.910001
2017-10-23T00:00,63,30.5,24.5,26.729166,38.2,29.8,32.354168,2017-10-23T05:28,2017-10-23T17:45,6.8999996,6.8999996,0,7,9.3,23.8,197.2817,21.83,4.47
2017-10-24T00:00,51,31.9,23.2,27.349998,38.7,27.5,32.5,2017-10-24T05:28,2017-10-24T17:45,0.2,0.2,0,1,7.1,15.1,203.4986,25.46,5.2800007
2017-10-25T00:00,51,30.6,24.4,27.10417,38,28.7,32.25833,2017-10-25T05:28,2017-10-25T17:45,1.1,1.1,0,5,8.3,25.2,205.55986,22.18,4.5899997
2017-10-26T00:00,55,30.8,24.3,27.345835,37.7,29.2,32.3625,2017-10-26T05:27,2017-10-26T17:45,2.6000001,2.6000001,0,5,10,26.3,228.38023,21.89,4.6800003
2017-10-27T00:00,63,30,24.1,26.995834,35,28.2,31.929169,2017-10-27T05:27,2017-10-27T17:45,6.4,6.4,0,9,7.1,21.2,194.42084,17.39,3.6399999
2017-10-28T00:00,63,29.9,24.5,26.404165,35.8,29.8,31.908335,2017-10-28T05:27,2017-10-28T17:45,10.599999,10.599999,0,10,7.6,19.8,125.75398,16.95,3.5099998
2017-10-29T00:00,61,30.5,24,26.787498,37,29.2,32.300003,2017-10-29T05:27,2017-10-29T17:45,4.5,4.5,0,12,9.3,25.9,133.95844,20.56,4.2400002
2017-10-30T00:00,53,30.7,24.1,27.237501,37.6,28.7,32.59583,2017-10-30T05:26,2017-10-30T17:45,1.5000001,1.5000001,0,6,10.3,21.6,130.17918,23.22,4.7200003
2017-10-31T00:00,51,31.4,24.5,27.466665,38.6,29.1,32.720837,2017-10-31T05:26,2017-10-31T17:46,1.1,1.1,0,4,13.3,25.6,243.07802,22.9,4.810001
2017-11-01T00:00,2,31.8,24.6,28.108332,38.7,29,33.108334,2017-11-01T05:26,2017-11-01T17:46,0,0,0,0,10.1,17.3,311.34766,23.77,5.140001
2017-11-02T00:00,51,31.5,24.4,28.041664,38,29.5,33.374996,2017-11-02T05:26,2017-11-02T17:46,0.2,0.2,0,1,7.1,18.4,115.74062,23.36,4.88
2017-11-03T00:00,51,31.7,24.2,27.316668,38.7,28.6,32.525,2017-11-03T05:26,2017-11-03T17:46,2.2,2.2,0,8,10,21.6,149.64197,23.6,4.92
2017-11-04T00:00,55,31.3,24.1,27.3125,37.8,29.2,32.60833,2017-11-04T05:25,2017-11-04T17:46,2.6000001,2.6000001,0,6,7.8,23.4,183.03554,22.58,4.720001
2017-11-05T00:00,61,30.7,24.6,27.074997,37.1,29.5,32.295834,2017-11-05T05:25,2017-11-05T17:46,6.8,6.8,0,12,8.3,24.8,101.35416,19.18,4.0600004
2017-11-06T00:00,61,30.4,24.3,26.799997,36.8,29.4,32.15417,2017-11-06T05:25,2017-11-06T17:46,5.4,5.4,0,15,13,25.6,85.89279,20.83,4.23
2017-11-07T00:00,61,28.1,24.5,25.745836,32.7,29.5,30.658333,2017-11-07T05:25,2017-11-07T17:47,13.8,13.8,0,12,11.4,26.3,94.94587,11.47,2.3899999
2017-11-08T00:00,61,29.4,23.5,26.362501,36.6,28.6,31.887503,2017-11-08T05:25,2017-11-08T17:47,10.9,10.9,0,16,10.9,23.8,298.4741,19.61,3.9799998
2017-11-09T00:00,63,29.8,24.1,26.304167,36.4,29.2,31.8375,2017-11-09T05:25,2017-11-09T17:47,15.799999,15.799999,0,14,8.1,20.2,246.6559,18.72,3.8099997
2017-11-10T00:00,51,30.1,23.8,26.754164,34.6,28.3,31.770828,2017-11-10T05:25,2017-11-10T17:47,0.7,0.7,0,3,7.3,18,203.92506,16.63,3.5
2017-11-11T00:00,55,31,24.6,27.141668,38.9,29.2,32.45416,2017-11-11T05:25,2017-11-11T17:48,3.2,3.2,0,5,8.6,26.3,204.13484,22.76,4.7200003
2017-11-12T00:00,61,30.8,24.5,27.204168,38.3,29.2,32.85,2017-11-12T05:25,2017-11-12T17:48,3.9999998,3.9999998,0,6,9.3,22.7,230.94003,22.11,4.59
2017-11-13T00:00,61,29.7,24.4,26.391668,35.5,29.6,31.683334,2017-11-13T05:25,2017-11-13T17:48,8,8,0,13,9.8,19.1,175.16122,15.5,3.2399998
2017-11-14T00:00,63,29.9,23.8,26.104166,35.4,28.2,31.262497,2017-11-14T05:25,2017-11-14T17:48,18.6,18.6,0,14,11.8,25.9,283.6142,16.01,3.32
2017-11-15T00:00,53,29.9,24.2,26.733332,37.5,29.4,32.283333,2017-11-15T05:25,2017-11-15T17:49,3.1999998,3.1999998,0,8,7.8,22,275.957,16.84,3.56
2017-11-16T00:00,65,29.8,24.6,26.366667,36,29.4,31.866667,2017-11-16T05:25,2017-11-16T17:49,27.3,27.3,0,11,9.3,22,167.34753,17.05,3.46
2017-11-17T00:00,63,30,23.9,26.429167,36.6,28.8,31.541672,2017-11-17T05:25,2017-11-17T17:49,12.4,12.4,0,6,12.6,33.1,241.4325,19,3.8899999
2017-11-18T00:00,63,28.8,23.9,25.670832,34.5,28.2,30.829168,2017-11-18T05:25,2017-11-18T17:50,30.699999,30.699999,0,17,10.7,18,293.62924,14.14,2.8700001
2017-11-19T00:00,63,28.9,23.3,25.816666,34.9,27.9,30.862503,2017-11-19T05:25,2017-11-19T17:50,9.3,9.3,0,11,8.3,20.2,186.7097,14.39,3
2017-11-20T00:00,2,31.5,23.6,27.074999,37.5,27.9,31.608332,2017-11-20T05:25,2017-11-20T17:50,0,0,0,0,10,19.4,233.21797,23.47,5.11
2017-11-21T00:00,51,30.4,23.6,26.783333,36.4,27.7,31.591665,2017-11-21T05:26,2017-11-21T17:51,1.1,1.1,0,5,6.9,21.6,228.05057,19.64,4.1100006
2017-11-22T00:00,63,30.9,24.5,26.716667,36.9,29.6,32.404167,2017-11-22T05:26,2017-11-22T17:51,8.4,8.4,0,8,12.3,27,250.32726,18.98,3.9199998
2017-11-23T00:00,53,30.6,24.2,26.974997,36.5,29.1,31.841667,2017-11-23T05:26,2017-11-23T17:51,1.2,1.2,0,4,16.8,31,250.13023,21.72,4.5800004
2017-11-24T00:00,53,30.8,24.7,27.287498,35.8,28.7,31.354166,2017-11-24T05:26,2017-11-24T17:52,0.6,0.6,0,1,16.3,35.3,255.68468,22.16,4.79
2017-11-25T00:00,61,30.6,25.2,27.137499,35.7,28.6,30.9,2017-11-25T05:26,2017-11-25T17:52,2.4999998,2.4999998,0,3,18.7,37.4,252.77467,20.35,4.4700003
2017-11-26T00:00,63,30,24.8,26.295832,34.8,28.6,30.104164,2017-11-26T05:26,2017-11-26T17:53,13.999999,13.999999,0,11,16.6,47.5,253.69933,17.65,3.7799997
2017-11-27T00:00,63,28.2,24.7,25.89583,31.9,28.1,29.645836,2017-11-27T05:27,2017-11-27T17:53,16.099998,16.099998,0,12,17.8,46.1,241.2928,12.26,2.6399999
2017-11-28T00:00,55,27.9,25.2,26.449999,30.9,28.6,29.749994,2017-11-28T05:27,2017-11-28T17:53,4.9,4.9,0,13,18.6,43.2,230.2901,10.19,2.7
2017-11-29T00:00,53,29.2,25,26.6875,32.9,28.9,30.699999,2017-11-29T05:27,2017-11-29T17:54,4.2,4.2,0,12,13.7,41.8,234.44077,13.02,3.0299997
2017-11-30T00:00,63,27,24.3,25.483335,30.7,27.5,28.954165,2017-11-30T05:27,2017-11-30T17:54,14.400002,14.400002,0,19,29.3,57.6,266.76956,9.31,2.08
2017-12-01T00:00,55,29.9,24.4,26.491667,33.5,26.9,29.516668,2017-12-01T05:28,2017-12-01T17:55,3.4,3.4,0,6,21.2,45,250.85808,16.62,3.8799999
2017-12-02T00:00,3,30.3,24,26.775,32.9,27.6,29.966661,2017-12-02T05:28,2017-12-02T17:55,0,0,0,0,20.7,38.5,243.55385,18.7,4.3200006
2017-12-03T00:00,51,30.7,24,27.1,35.6,27.8,31.041666,2017-12-03T05:28,2017-12-03T17:56,0.4,0.4,0,2,19.5,36.7,254.8283,22.16,4.8
2017-12-04T00:00,53,30.6,24.9,27.083334,35.6,28.8,31.0375,2017-12-04T05:29,2017-12-04T17:56,1.2,1.2,0,4,19.6,36.7,248.10626,21.46,4.6100006
2017-12-05T00:00,2,31.3,24.1,27.437494,36.5,28.3,31.42083,2017-12-05T05:29,2017-12-05T17:57,0,0,0,0,14.1,27,246.92957,21.51,4.870001
2017-12-06T00:00,1,31.3,23.6,27.349998,37.1,27.6,31.675003,2017-12-06T05:29,2017-12-06T17:57,0,0,0,0,13,27.7,251.05663,23.84,5.1500006
2017-12-07T00:00,61,30.7,24.2,27.141672,37.7,28.9,32.30417,2017-12-07T05:30,2017-12-07T17:58,4.5,4.5,0,4,10.8,26.6,253.6609,22.8,4.7000003
2017-12-08T00:00,63,30.6,24.7,27.354166,37,29.3,32.566666,2017-12-08T05:30,2017-12-08T17:58,5,5,0,5,11,25.2,258.5507,21.77,4.47
2017-12-09T00:00,63,28.3,24.6,26.533335,32,29.1,30.779167,2017-12-09T05:31,2017-12-09T17:59,11.1,11.1,0,8,16.3,36.4,243.7269,14.63,3.1299999
2017-12-10T00:00,63,29.7,24.8,26.379166,34.2,28.9,30.762497,2017-12-10T05:31,2017-12-10T17:59,9.5,9.5,0,10,15.5,34.9,252.8906,15.59,3.3099997
2017-12-11T00:00,63,29.3,24,26.120832,33.6,28.5,31.124998,2017-12-11T05:31,2017-12-11T18:00,12.8,12.8,0,14,13.1,26.6,238.80278,14.66,3.0099998
2017-12-12T00:00,63,28.5,23.5,25.504166,33.5,27.7,30.204165,2017-12-12T05:32,2017-12-12T18:00,10.900001,10.900001,0,13,10.6,23.4,249.96533,13.61,2.79
2017-12-13T00:00,63,27,23.9,25.249998,30.7,27.4,29.208334,2017-12-13T05:32,2017-12-13T18:01,28.100002,28.100002,0,18,12.9,25.2,249.07304,8.66,1.99
2017-12-14T00:00,63,27.7,23.8,25.195833,32.1,27.8,29.579168,2017-12-14T05:33,2017-12-14T18:01,6.6,6.6,0,14,11.2,23.4,250.70425,9.4,2.04
2017-12-15T00:00,63,28.7,23,25.474998,34.5,27.2,30.14583,2017-12-15T05:33,2017-12-15T18:02,12.2,12.2,0,11,13.2,31.3,255.81166,19.33,3.7700002
2017-12-16T00:00,61,26.8,23.5,25.087502,31.4,27.6,29.620834,2017-12-16T05:33,2017-12-16T18:02,11.3,11.3,0,16,14.3,22.7,271.98956,9.86,2.03
2017-12-17T00:00,63,27.4,23.7,25.445833,32.4,28.3,30.191664,2017-12-17T05:34,2017-12-17T18:03,11.9,11.9,0,14,9.3,31,250.9687,13.16,2.6999998
2017-12-18T00:00,53,28,23.5,25.604166,30.9,27.8,29.650002,2017-12-18T05:34,2017-12-18T18:03,4.2,4.2,0,15,17.1,31.7,291.30872,14.23,2.9799998
2017-12-19T00:00,53,28.1,23.6,25.616669,32.8,28.4,30.404165,2017-12-19T05:35,2017-12-19T18:04,8.200001,8.200001,0,22,17.1,36.4,300.14886,17.07,3.29
2017-12-20T00:00,63,28.2,23.7,25.358337,32.3,27.6,29.27083,2017-12-20T05:35,2017-12-20T18:04,12.8,12.8,0,19,20.2,41.4,292.7766,14.95,3
2017-12-21T00:00,51,27.1,24,25.258337,31.2,27.1,28.9625,2017-12-21T05:36,2017-12-21T18:05,0.8,0.8,0,7,14.6,34.9,266.63852,11.7,2.5199997
2017-12-22T00:00,53,27.9,23.9,25.762503,31.5,27.4,29.437498,2017-12-22T05:36,2017-12-22T18:05,0.90000004,0.90000004,0,3,14.7,30.6,266.771,14.62,3.1099997
2017-12-23T00:00,53,28.6,23.2,25.3375,32.3,27.2,29.449997,2017-12-23T05:37,2017-12-23T18:06,3.5,3.5,0,11,14.8,29.9,245.46426,12.58,2.6799998
2017-12-24T00:00,53,30.7,23.7,26.266668,35,27,29.933329,2017-12-24T05:37,2017-12-24T18:06,0.90000004,0.90000004,0,2,17.1,26.3,250.71368,16.05,3.7399995
2017-12-25T00:00,1,30.7,23.2,26.429167,35.1,26,29.370834,2017-12-25T05:38,2017-12-25T18:07,0,0,0,0,18.7,33.1,249.24457,26.21,5.730001
2017-12-26T00:00,2,30,23.3,26.520834,33.5,26.3,30.000002,2017-12-26T05:38,2017-12-26T18:07,0,0,0,0,16.6,32,266.2722,22.4,4.76
2017-12-27T00:00,51,29.5,24.8,26.75,34.7,28.6,30.879168,2017-12-27T05:39,2017-12-27T18:08,1.2,1.2,0,5,16,35.6,264.86075,18.71,3.9799998
2017-12-28T00:00,51,29,24.6,26.650002,33.6,28.9,31.133331,2017-12-28T05:39,2017-12-28T18:08,0.1,0.1,0,1,10.4,27,274.8759,16.22,3.46
